,event__place__name,event__place__id,lat,lon
479,Нико,58,59.92281500,30.35611300
480,Выставочный зал Московского района,66,59.86847800,30.31739500
481,Библиотека Маяковского,14,59.93230600,30.34373400
482,Галерея Исачева,409,59.93022300,30.30336400
483,СПбГУ,134,59.94074000,30.30024600
484,Чаплин-Клуб,275,59.94626600,30.36011000
485,ЦНСИ,607,59.92414500,30.35621100
486,Театр Буфф,688,59.93164800,30.41729700
487,Новый выставочный зал музея городской скульптуры,373,59.92336000,30.38485900
488,Матисс-клуб,286,59.92279600,30.30263600
489,Лендок,171,59.92406400,30.29695000
490,Музей Гумилева,69,59.92653000,30.35508900
491,street,53,59.92501500,30.38274800
492,street,53,59.91225600,30.32932500
493,Школа Masters,232,59.93613300,30.33429300
494,Буржуазия,507,59.92913600,30.35933800
495,lampa studio,51,59.92913600,30.35933800
496,Библиотека Маяковского,14,59.93182800,30.34337500
497,Причал,90,59.94208800,30.32172500
498,Театр Синтез,95,59.96270600,30.29845000
499,street,53,59.96329600,30.31295800
500,Библиотека Серафимовича,558,60.03598000,30.32444700
501,Библиотека Салтыкова-Щедрина,259,59.99942200,30.28032200
502,Гуманитарный Университет профсоюзов,521,59.87934400,30.37746600
503,Таврический сад,575,59.94581500,30.36878800
504,Библиотека пос. Комарово,357,60.19037600,29.81601000
505,Галерея 21,505,59.92913600,30.35933800
506,Дом архитектора,220,59.93142700,30.30461200
507,Высшая школа журналистики и массовых коммуникаций,617,59.94271000,30.28868500
508,JFC-Jazz-club,645,59.94884300,30.35638200
509,street,53,59.90668400,30.29868300
510,"Причал на наб. Макарова, 26",714,59.94819900,30.28146300
511,Досуговый клуб Ритм,681,59.83013300,30.20339900
512,Чайный домик Летнего сада,433,59.94490500,30.33555000
513,Буквоед,19,59.93268500,30.36262500
514,Fish fabrique nouvelle,46,59.92913600,30.35933800
515,Библиотека Малоохтинская,773,59.92519100,30.41520400
516,Дом Галича,307,59.92606600,30.37749300
517,Музей Пушкина,109,59.94118600,30.32116800
518,Этобар,266,59.92975400,30.34824300
519,ДПЦ Спасский,779,59.92514600,30.31715300
520,Александринский театр,437,59.93177000,30.33626900
521,Susanin,628,59.93304100,30.32605500
522,Генеральное консульство Финляндии,396,59.94359300,30.35234000
523,Бард-клуб Парус,287,59.92154300,30.35520500
524,Дом дружбы народов Ленинградской Области,176,59.94759500,30.36887800
525,Восточноевропейский институт психоанализа,425,59.95539400,30.29482100
526,Галерея Мольберт,534,59.93968100,30.32359400
527,Дом творчества композиторов,502,59.99501200,30.14877200
528,Магазин Академкнига,586,59.96398000,30.29234100
529,Пушкинский районный дом культуры,453,59.71585700,30.41356000
530,Kletka,301,59.94364300,30.29601500
531,Quo Vadis!?,417,59.93594400,30.32409700
532,street,53,59.95796700,30.32131200
533,ТРК Меркурий,332,59.74058800,30.58406000
534,DaDa,489,59.92739600,30.32332400
535,Depeche Mode,358,59.93187800,30.31265200
536,Театр-хостел Антракт,524,59.92785600,30.37433000
537,street,53,59.91688800,30.28319600
538,PinUp,729,59.94026200,30.34483900
539,Планетарий,385,59.95511100,30.31165500
540,street,53,59.88549800,29.91384500
541,Датский институт культуры в Санкт-Петербурге,625,59.93679200,30.32044100
542,street,53,59.92742300,30.34829700
543,Свой круг,57,59.94987500,30.30134200
544,Детская библиотека № 14,517,60.00628700,30.42637000
545,Михайловский замок,587,59.94023500,30.33705900
546,Чайная Хижина,317,59.93863500,30.32311800
547,Дом Мурузи,569,59.94250700,30.34901600
548,Киностудии RWS,709,59.99588100,30.29126300
549,Триэль,686,59.89065800,30.31832100
550,"Библиотека в Выборге на Пионерской, 4",305,60.71247600,28.73715100
551,Сашина пекарня,267,59.93595800,30.31767400
552,Музей обороны Ленинграда,483,59.94443600,30.34086800
553,Библиотека Чехова,363,59.86677500,30.38245100
554,Балтийский стрелковый центр,355,59.92458200,30.27867800
555,Городское кафе ЗиС,187,59.93721500,30.32802200
556,Баракобамабар,564,59.94070400,30.32599200
557,Все твои друзья,801,59.92765800,30.30842100
558,Пространство Табурет,610,59.93302300,30.34733600
559,Трамвайное Депо на Васильевском Острове,481,59.93877900,30.26014600
560,Книжный дом,751,59.87793500,30.26550000
561,Театр Мимигранты,675,59.91366300,30.28263900
562,Музей Зощенко,43,59.93794100,30.32628900
563,Дом семейных торжеств,744,59.92084800,30.29548500
564,Crazy Hunter,584,59.90918300,30.33976300
565,Шалтай-Болтай,380,59.94797800,30.34137100
566,street,53,59.93727800,30.33165200
567,Буквоед,19,59.93302300,30.43763500
568,Петришуле,560,59.93594400,30.32409700
569,Редакция Петербургского театрального журнала,781,59.94126300,30.34552100
570,Центр китайского языка Иероглиф,825,59.93630000,30.31675700
571,street,53,59.93790500,30.35518700
572,ЛДМ,397,59.97118100,30.28706800
573,Парк 300-летия Петербурга,365,59.98409800,30.20277000
574,street,53,59.93644900,30.34545900
575,Пресс-клуб Зеленая лампа,140,59.93054300,30.32395300
576,Цыпа,651,59.94713100,30.27096100
577,ЦГДБ им. Пушкина,88,59.93343300,30.31087300
578,Школа живописи для чайникофф,582,59.91888600,30.33907200
579,Смольный институт свободных искусств и наук,27,59.94074000,30.30024600
580,Галерея искусств Чердак Художника,106,59.93231500,30.32677400
581,Упсала-цирк,284,59.95864200,30.40411900
582,Studio 212,802,59.96982100,30.30804400
583,Библиотека Зощенко,224,60.08815300,29.95595800
584,Галерея Интерьеры махараджей,594,59.93789600,30.28042100
585,Библиотека Бронницкая,112,59.91511600,30.32279400
586,Книги и кофе,11,59.94547200,30.29376100
587,Миракль,24,59.94331400,30.32180600
588,street,53,59.94295300,30.35197100
589,Манхэттен,402,59.92533500,30.32932500
590,Филин Гуд,627,59.93309900,30.34842300
591,Библиотека вкусов,268,59.93630900,30.32122200
592,Дом книги,17,59.93584000,30.32586600
593,ZIS,227,59.84692400,30.33097800
594,Музей Шаляпина,830,59.97417100,30.30557300
595,Азимут,855,59.91460100,30.29664400
596,Money-Honey,118,59.93016900,30.32762700
597,Сочи,720,59.93237800,30.32104200
598,Ионотека,6,59.93044900,30.32247100
599,Музей искусства Санкт-Петербурга,231,59.92644500,30.30002200
600,Фотографика,803,59.93446100,30.36265200
601,Time cafe СейЧас,620,59.93163400,30.35387600
602,КЦ Каскад,623,59.87621900,29.91616300
603,Галерея Вереск,760,59.92883900,30.34429100
604,Петропавловская крепость,611,59.94897800,30.30779200
605,Галерея V-concept,653,59.93287900,30.34859400
606,Высшая школа перевода,60,59.93381600,30.32241700
607,Фундаментальная библиотека РГПУ им. Герцена,163,59.93445200,30.31994600
608,Дом творчества писателей,344,60.18052900,29.80954200
609,Лавочка КнигиПодарки,546,59.92874000,30.35096500
610,ДК Шелгунова,32,59.96033600,30.30084800
611,Философский факультет СПбГУ,214,59.94346200,30.29880900
612,Дворы капеллы,392,59.94001900,30.32106900
613,Музей истории религии,198,59.93168800,30.30112700
614,Имажинариум,713,59.93993800,30.34987800
615,ЦПКиО,634,59.97927200,30.26248100
616,Ai,725,59.92731000,30.34721900
617,Буквоед,19,59.98940000,30.25732500
618,Капкан,221,59.93853100,30.32246200
619,Океанариум,674,59.91888600,30.33907200
620,Клуб-клуб-клуб,642,59.92484400,30.35894200
621,Сныть,210,59.94331400,30.32180600
622,AnnaNova,249,59.93603900,30.35969700
623,Книжный магазин Факел,237,59.92202100,30.35552000
624,Центральная областная детская библиотека,391,60.00441500,30.35611300
625,Библиотека Гоголя,337,59.94803700,30.41309300
626,Приморский дом культуры,239,60.00277300,30.23820000
627,Лавка художника,394,59.93698500,30.31488000
628,Лицей № 90,670,59.85575500,30.20781000
629,Библиотека Петергофа,50,59.87271500,29.90862600
630,Молодежная библиотека на Гражданке,234,60.03601100,30.42225600
631,Книжный магазин Хувентуд,685,59.93748100,30.35900500
632,Русский музей,265,59.93807200,30.33860400
633,Среда,240,59.93417200,30.33263100
634,Музей истории фотографии,701,59.97123100,30.31367600
635,Галерея Ликт-Арт,522,59.85749100,30.20793600
636,Четверть пинты,352,59.91834100,30.34667100
637,Театр комедии им. Акимова,629,59.93419900,30.33807400
638,street,53,59.93306800,30.35404700
639,street,53,59.93909500,30.31586800
640,street,53,59.93883300,30.35524100
641,Творческое пространство О+,199,59.92652600,30.35726200
642,Дом актера,97,59.93264400,30.35049800
643,Петербургский СКК,691,59.86920500,30.34002400
644,Центральная библиотека Красносельского района,460,59.83585300,30.12933300
645,Киноцентр «Родина»,860,59.93625100,30.34216200
646,"Гатчина, бар New York",665,59.83513400,30.09442400
647,Black box theatre,664,59.93237800,30.32104200
648,Санкт-Петербургский университет аэрокосмического приборостроения,340,59.92955600,30.29667100
649,Танцы,127,59.92726100,30.32345900
650,Ресторан-клуб эстетики хоррора The Bat,114,59.92802700,30.32743800
651,street,53,59.69368200,30.46673100
652,Санкт-Петербургская ассоциация международного сотрудничества,572,59.93378500,30.34845000
653,ЛенСпецСМУ,477,59.99963800,30.29541300
654,Дом журналиста,135,59.93324400,30.34573700
655,Арт-мастерская Колесо,578,59.92891600,30.37528300
656,Лавочка детских книг,384,60.05908600,30.33502000
657,Rock-кафе,506,59.96038100,30.28262100
658,Выставочный зал ПРОТВОР,484,59.93556100,30.34203600
659,Люксор,649,59.88361100,30.36956000
660,Космонавт,537,59.91325300,30.32345900
661,Клуб-музей Камчатка,703,59.95190300,30.30142300
662,Театр Комедианты,202,59.92615600,30.35893300
663,Снарк,470,60.04202900,30.39151500
664,Редакция журнала НоМИ,415,59.95943100,30.29702100
665,Росфото,120,59.93330700,30.31043300
666,Галерея Уже,362,59.94364300,30.29601500
667,Заведение АКАКАО,269,59.93906800,30.32736700
668,Чеширский кот,430,59.92443800,30.33867600
669,Книжный магазин Во весь голос,347,59.93855000,30.35567200
670,Буквоед в Колпино,245,59.82848700,30.09885300
671,KGallery,219,59.93991500,30.34209000
672,Голицын-лофт,235,59.94062300,30.34119200
673,Слесарные мастерские Малого Драматического Театра,747,59.93036700,30.34580900
674,ПОЭТому,76,59.92726100,30.32345900
675,ПОЭТому,76,59.93259900,30.37494100
676,Выставочный зал Смольный,699,59.95057800,30.39694100
677,Театр За Черной речкой,559,59.99935400,30.29108400
678,Шотшоп,785,59.93574600,30.35313000
679,Ресторан Премьера,62,59.92549800,30.37931600
680,Музей,840,59.71802600,30.39998600
681,Свой круг,57,59.91796200,30.34635700
682,Арт-муза,310,59.94587800,30.26474500
683,Треска,853,59.94062300,30.34119200
684,Ресторан Тинькофф,353,59.93237800,30.32104200
685,Ящик,30,59.92341400,30.36220300
686,Новый выставочный зал музея городской скульптуры,373,59.92281000,30.38475100
687,Галерея ФотоДепартамет,705,59.93839600,30.36011000
688,Кофейня Аддис,827,59.93089500,30.36366700
689,Снарк,470,59.93302300,30.43763500
690,ARTIZMERENIE,261,59.94127200,30.34889000
691,street,53,59.94362900,30.34804600
692,Галерея стеклянных картин Анны Дорониной,811,59.92586700,30.31044200
693,Михайловский манеж,387,59.93727400,30.33896400
694,Грибоедов,98,59.91951300,30.35080400
695,Центральная библиотека Петергофа,851,59.87271500,29.90862600
696,Антикафе О'Лень,277,59.94210100,30.27592000
697,А2,684,59.92497500,30.34586300
698,Винный бар Пино,754,59.93614200,30.28283700
699,НИУ ВШЭ,242,59.89793900,30.26308300
700,MOD,16,59.93906800,30.32736700
701,Чеширский кот,430,59.96512400,30.31567000
702,ЕОЦ,861,59.93200800,30.34539600
703,street,53,59.93720200,30.32559700
704,Галерея Рахманинов Дворик,698,59.93342900,30.32186900
705,Библиотека Старая Коломна,167,59.92311200,30.30233900
706,Holy Water,828,59.93893300,30.35930200
707,Новая Голландия,64,59.92960500,30.28708600
708,Gypsy bar,322,59.94495000,30.34914200
709,Музей Октябрьской железной дороги,407,59.90533900,30.29760500
710,Цифербург,360,59.93475400,30.33426600
711,Квартира Бродского,313,59.94271900,30.34949200
712,Мраморный дворец,165,59.94496300,30.32728600
713,Фонд создания музея Иосифа Бродского,333,59.94250700,30.34901600
714,Союз писателей России,212,59.93656200,30.32206600
715,VinillaSky,40,59.94109600,30.35985900
716,Скотный двор,763,59.93292400,30.29474900
717,Свитер с оленями,700,59.93387900,30.32647700
718,Факультет философии человека РГПУ им. Герцена,244,59.95758800,30.32709700
719,Галерея 12 Июля,107,59.92600300,30.30114500
720,Окоп,143,59.94491400,30.28882900
721,Тime-кафе Commode,794,59.93244100,30.34568300
722,Молодежный клуб Современник,82,59.92327000,30.40534900
723,Байконур,247,59.90864700,30.28007000
724,ЕСОД,225,59.96148900,30.28689700
725,Бар Konzas Street,494,59.91798000,30.34452400
726,Литературное радио,731,59.98604300,30.34580000
727,Книжный магазин Буква,403,59.91627500,30.30907700
728,Музей нонконформистского искусства,182,59.92951500,30.35755900
729,Бездельники,813,59.93613300,30.33429300
730,"Театральная академия, театроведческий факультет",726,59.94061400,30.34474900
731,Музей петербургского авангарда,86,59.97087500,30.31236500
732,Театр-студия СПбГУ,655,59.93007900,30.28703200
733,Книжный магазин Мы,449,59.93630900,30.32122200
734,street,53,59.92980800,30.24998600
735,Библиотека Крупской,175,59.88079400,30.45418200
736,Библиотека Рыбацкая,79,59.83918100,30.49963600
737,Дом кино,335,59.93625100,30.34216200
738,Тайга,605,59.94387200,30.32120400
739,Арт-пространство Территория Город,525,59.94070400,30.32599200
740,biblioteka,111,59.93630900,30.32122200
741,ПОЭТому,76,59.93237800,30.32104200
742,Клим Ворошилов,377,59.95805200,30.37865100
743,Галерея Арт-Рефлекс,791,59.92979900,30.37499500
744,street,53,59.92730100,30.35093800
745,Doodlebar,508,59.92797800,30.34449700
746,Проходимец,659,59.93807600,30.36006500
747,Африка,279,59.91867400,30.34860300
748,Форсайт,411,59.94381400,30.34333900
749,Библиотека у Московских ворот,593,59.88508300,30.32054800
750,street,53,59.70550000,30.42613600
751,Винотека D.O.C.,576,59.95446600,30.29692300
752,Charlie,196,59.92698100,30.31584100
753,Союз концертных деятелей,103,59.93419900,30.32897500
754,Союз театральных деятелей,289,59.93264400,30.35049800
755,Свои книги,174,59.94515700,30.28674500
756,Образовательный центр Дом Бенуа,516,59.96284500,30.31390100
757,street,53,59.89858900,30.21068400
758,Сафо,515,59.93300500,30.30466600
759,Hobby-Centre,436,60.00913000,30.27350400
760,Cafemax,424,59.93238300,30.35240300
761,Музей-квартира Н. А. Римского-Корсакова,168,59.92460500,30.34108400
762,Cook&Geek,800,59.96689000,30.31402700
763,Интерьерный театр,54,59.93188200,30.35658900
764,The Point,180,59.93645300,30.34863000
765,АБЦентр,67,59.94390900,30.32583000
766,Квартира Аронзона на Шпалерной,299,59.94890200,30.36614700
767,Daily,616,59.93630900,30.32122200
768,Печатный двор,761,59.96308400,30.29635700
769,ЦБС Московского района,326,59.85981800,30.31353200
770,Zoom,458,59.92726100,30.32345900
771,Кулуар Реставрация нравов,131,59.94364300,30.29601500
772,Ресторан Ragu,260,59.94364700,30.28855900
773,Креативный лофт АРТХАТА,798,59.91485400,30.30834000
774,Дом молодёжи Форпост,92,59.96750700,30.34273700
775,Молодежный литературный клуб Зеленая кошка,448,59.85292700,30.27947700
776,street,53,59.87936700,29.91044900
777,Израильский Культурный Центр,302,59.92865400,30.38100500
778,Бакалавриат,73,59.93360000,30.35423500
779,Арт-пространство KOKON Space,752,59.96590300,30.31118800
780,Гастробар Go Gyros,762,59.92310300,30.34258400
781,Филиал № 1 Городской Детской Библиотеки имени Пушкина,854,59.94029400,30.35569000
782,Out Cinema,166,59.93748100,30.35900500
783,Циферблат,128,59.93094400,30.35950800
784,Российский институт истории искусств,767,59.93349200,30.30447700
785,Галерея Кино-Фот-703,71,59.92913600,30.35933800
786,Музей-квартира Л.Н. Бенуа,321,59.94281800,30.28518200
787,Русский музей,265,59.94023500,30.33705900
788,Орландина,511,59.97529700,30.32186000
789,Павловский парк,444,59.71040700,30.41417100
790,Мансарда художников,677,59.95532200,30.29851300
791,Scorpion-club,567,59.96038100,30.28262100
792,DALI,624,59.92811300,30.31884200
793,Смольный институт свободных искусств и наук,27,59.93590300,30.28279200
794,Fidel,142,59.93277500,30.32732200
795,Хостел Друзья,636,59.93054300,30.32395300
796,Арт-галерея Город Искусств,100,59.95945300,30.29121800
797,8pages,613,59.93274800,30.36147600
798,Винный бар Do Immigration,292,59.93839600,30.36011000
799,Вегетарианское кафе Ауровилль,784,59.93641700,30.36276000
800,Музей И.И.Бродского,205,59.93594900,30.33057400
801,Кочегарка,495,60.71117300,28.73684500
802,Галерея Невограф,431,59.93678700,30.31264300
803,КнигАрхив,536,59.92644500,30.30002200
804,РОФ Петербургское наследие и перспектива,136,59.94001900,30.32106900
805,Библиотека Алвара Аалто в Выборге,367,60.70893700,28.74741000
806,Библиотека Белинского,490,60.01884400,30.40540300
807,Музей-институт семьи Рерихов,673,59.93168800,30.27198500
808,Музей семьи Бенуа,626,59.88402700,29.90857200
809,Лютеранская церковь святых Петра и Павла,644,59.93594400,30.32409700
810,БИКЦИМ,13,59.93630900,30.32122200
811,Мотив,339,59.92883900,30.34429100
812,МКЗ У Лесного,601,59.97865100,30.34893500
813,Летний читальный зал на Елагином острове,639,59.97927200,30.26248100
814,UTKA bar,451,59.93887000,30.34479400
815,Гaлepeя coвpeмeннoгo иcкyccтвa фapфopa,94,59.87980900,30.44667200
816,Police station,29,59.93236000,30.35306700
817,Старая Вена,35,59.93566000,30.31170000
818,Свобода,621,59.91958100,30.30639100
819,Бизнес-Центр Традиция,786,59.94341300,30.26028000
820,street,53,59.93892400,30.31531100
821,Четверть,633,59.92837900,30.30034500
822,Центральная районная библиотека Кировского района,461,59.84190700,30.22969300
823,Скороход,591,59.89093400,30.31691900
824,Кипяток,549,59.92728800,30.35422600
825,Квартирники у Гороховского,374,59.89092500,30.42813100
826,Сердце,184,59.94516100,30.29209900
827,Ледовый дворец,473,59.92153400,30.46789000
828,street,53,59.93062400,30.32414200
829,Научно-методический центр,467,59.92785600,30.37433000
830,Библиотека Некрасова,44,59.93021900,30.37224600
831,СПбГУКИ,498,59.91398800,30.31679300
832,Креативное пространство ЛЮМЬЕР-ХОЛЛ,178,59.91095600,30.32863300
833,Радиостанция Град Петров,814,59.93187300,30.27263200
834,Дом творчества писателей,344,60.19037600,29.81601000
835,Дом военной книги,479,59.93630900,30.32122200
836,LADЫ,273,59.96362000,30.28164200
837,Институт Финляндии в Санкт-Петербурге,68,59.93795000,30.32366500
838,Insight,566,59.92474500,30.30837600
839,Балканская площадь,518,59.82991600,30.38022300
840,Bureau,704,59.94338100,30.32398000
841,Колизей,859,59.93200800,30.35561900
842,Свои книги,174,59.94433200,30.28583700
843,Дом молодежи,159,59.85339200,30.30658900
844,Репин Бар,222,59.96253400,30.30854700
845,Все свободны,36,59.93861300,30.35869100
846,ДК Розы,183,59.92484400,30.35894200
847,Книжные аллеи у Михайловского замка,678,59.94023500,30.33705900
848,HORROR BAR,715,59.95764200,30.32087200
849,Павловский дворец,728,59.68514000,30.45410100
850,Голова,796,59.88609400,29.89870800
851,Душ,535,59.92484400,30.35894200
852,Дом писателя,28,59.91864300,30.34141600
853,Симбиоz,680,59.96982100,30.30804400
854,Место встречи,80,59.93237800,30.32104200
855,Творческая мастерская Наш театр,311,59.94963600,30.30599600
856,Библиотека на Бухарестской 122,614,59.84518400,30.40923000
857,Театр Романа Виктюка в помещении Консерватории им. Н.А.Римского-Корсакова,656,59.92586300,30.29759600
858,Камин и кот,669,59.88769300,30.41724300
859,Малая сцена Академии театрального искусства,563,59.94065400,30.34553000
860,Библиотека им. Толстого,7,59.94109200,30.28140900
861,Библиотека им. Лавренева,847,59.93909500,30.31586800
862,Книжный магазин Англия,543,59.93409600,30.34472200
863,КЦ Троицкий,697,59.86401500,30.46604800
864,Музей советских игровых автоматов,768,59.94070400,30.32599200
865,Театр на Васильевском,600,59.94362000,30.26194200
866,Музей печати,137,59.93843200,30.32062000
867,Информационно-досуговый центр М-86,776,59.90330000,30.31921000
868,Легкость бытия,599,59.93031300,30.37489600
869,Большой зал филармонии,241,59.93606100,30.33148100
870,Рюмочная На ход ноги,328,59.95806100,30.29461400
871,Vnutri,756,59.92908200,30.30856500
872,Музей Некрасова,254,59.93942400,30.34876400
873,LAZAREV GALLERY,550,59.93737800,30.28571200
874,Галерея Zerno,369,59.94169600,30.28745400
875,Capella Club,783,59.92484400,30.35894200
876,Причал на Университетской набережной у д. 3,588,59.94969000,30.27827400
877,Библиотека Современник,510,59.93181500,30.42451000
878,РГПУ,346,59.93445200,30.31994600
879,Регал,646,59.96253400,30.30854700
880,Котельная,288,59.91185000,30.35499900
881,Борхес,23,59.91540000,30.34207200
882,Музей леса,464,60.14630800,30.48928800
883,Кошачья республика,185,59.93305400,30.30125300
884,Пассаж,294,59.93475400,30.33426600
885,АБЦентр,67,59.94036600,30.36171800
886,Дачники,810,59.93277500,30.32732200
887,Сеновал,520,59.90742800,30.30089300
888,Кофейня 64 зерна,132,59.92593100,30.34635700
889,ДК Розы,183,59.96052500,30.28654700
890,Галерея–Cтудия VIEWZEN,528,59.94979400,30.35182800
891,Манеж,338,59.93424000,30.30329200
892,"ЦГДБ им. Пушкина, филиал № 4",330,59.93299600,30.38487700
893,Дом молодежи Рекорд,450,59.92002700,30.29531500
894,2 Колеса,192,59.94028000,30.34163200
895,Буквоед,19,59.93477700,30.33356500
896,Библиотека Герцена,156,59.94226400,30.39229700
897,Галерея Art of Foto,769,59.94102900,30.32415100
898,Французский институт,10,59.93685900,30.31576900
899,Балтийский медиа-центр,474,59.97410400,30.30479200
900,Книжный магазин #HERZENКНИГИ,348,59.93381600,30.32241700
901,В месте,668,59.93566900,30.36120600
902,Паб Красный Лев,472,59.93592200,30.30097400
903,НПО Родные просторы,164,59.94226800,30.35683100
904,КДЦ Красногвардейский,618,59.93164800,30.41729700
905,Жопа,252,59.93015100,30.37479800
906,Александровский Сад,583,59.93630900,30.30693000
907,"Арт-центр Пушкинская, 10",15,59.92913600,30.35933800
908,Ресторан Mon Ami,412,59.98738000,30.31711700
909,"Арт-салон на Невском, 24",2,59.93594400,30.32409700
910,Театральная просто,281,59.92583100,30.29725500
911,Музей связи,676,59.93253100,30.30188100
912,Галерея Формула,545,59.92202100,30.35552000
913,Библиотека Абрамова,33,59.87455300,30.44242300
914,street,53,59.92924500,30.32951400
915,Ionoff,364,59.93083200,30.34831500
916,Театр на Васильевском,600,59.94090200,30.27174300
917,Молодость,787,59.92345900,30.34217100
918,Ресторан Баязет,351,59.92042900,30.31512200
919,Музей Блока,81,59.92375700,30.28296300
920,ProArte,429,59.92951500,30.35755900
921,Свой круг,57,59.96111600,30.27986400
922,Молодёжный центр Эрмитажа,687,59.93739100,30.31918300
923,Groove,826,59.92638100,30.35287900
924,Концептуальный клуб 84 Аврора,831,59.95824600,30.27997100
925,Митьки-Вхутемас,456,59.92230000,30.34113800
926,Библиотека на Стремянной,315,59.93085900,30.35362400
927,Кафе Рапан,215,59.57464900,30.12770700
928,Памятный зал Монумента героическим защитникам Ленинграда,218,59.84309100,30.32196800
929,"ОКЦ на Пушкинской, 9",20,59.92963700,30.35673200
930,Ребра Евы,341,59.92902800,30.30457600
931,Пена дней,320,59.92030700,30.35929300
932,Pro Arte,398,59.94955100,30.31664100
933,Place,839,59.89949600,30.28982600
934,Санкт-Петербургский союз литераторов,3,59.93419900,30.32897500
935,Санкт-Петербургский художественный музей,856,59.94954200,30.27514700
936,Редакция журнала Аврора,354,59.96041700,30.28899100
937,пляж Канонерского острова за гаражами,420,59.89858900,30.21068400
938,Sorry mama bar,571,59.92695900,30.29562000
939,Мука,788,59.93063300,30.32117700
940,Дом молодежи Василеостровского района,597,59.93499700,30.26655100
941,Митьки-Арт,213,59.92570500,30.35251900
942,Театр Эстрады,383,59.93699900,30.32236300
943,Timber,276,59.94062300,30.34119200
944,Библиотека правовой и экономической информации,173,59.87624600,30.31603000
945,Social Club,151,59.92670200,30.34287100
946,Bar Dead Poets,87,59.93612400,30.35336400
947,f-108,742,59.92141600,30.31892200
948,Check Point Cafe,667,59.92922700,30.31171800
949,Буквоед,19,59.86894800,30.35048000
950,street,53,59.92951500,30.35755900
951,Господин литератор,488,59.92934400,30.31693700
952,Африка,279,59.91793500,30.30422600
953,Чайный клуб Целый мир,539,59.94638300,30.28120200
954,Школа № 216 им. Адама Мицкевича,457,59.93061100,30.34610500
955,Кофейня Щелкунчик,141,59.92381100,30.29332900
956,Radiobaby,492,59.93237800,30.32104200
957,Фронт,405,59.91802900,30.35780100
958,Green club,750,59.93448300,30.34290700
959,Ленэкспо,663,59.92837400,30.23606200
960,Путевой дворец Петра Первого в Стрельне,738,59.85373100,30.04492700
961,Республика котов,190,59.93378500,30.34845000
962,Check Point Cafe,667,59.92971800,30.31155600
963,Стереобар,438,59.92726100,30.32345900
964,V-CLUB,568,59.92484400,30.35894200
965,Чудетство,149,59.92694500,30.35393900
